2025-03-29 14:38:32,755 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2025-03-29 14:38:32,829 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2025-03-29 14:38:32,832 INFO  Logger.cs: 73 - Commit version 1.6.0-1-g15f4949
2025-03-29 14:38:32,833 INFO  Logger.cs: 74 - Build version 1.6.7594.29634
2025-03-29 14:38:32,841 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2025-03-29 14:38:32,843 INFO  SwAddin.cs: 197 - Setting up callbacks
2025-03-29 14:38:32,845 INFO  SwAddin.cs: 201 - Setting up command manager
2025-03-29 14:38:32,847 INFO  SwAddin.cs: 204 - Adding command manager
2025-03-29 14:38:32,852 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2025-03-29 14:38:32,857 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2025-03-29 14:38:32,858 INFO  SwAddin.cs: 210 - Adding event handlers
2025-03-29 14:38:32,896 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2025-03-29 15:28:12,390 INFO  SwAddin.cs: 294 - Assembly export called for file test1
2025-03-29 15:28:12,400 INFO  SwAddin.cs: 299 - Save is required
2025-03-29 15:28:12,400 INFO  SwAddin.cs: 313 - Saving assembly
2025-03-29 15:28:13,535 INFO  SwAddin.cs: 316 - Opening property manager
2025-03-29 15:28:13,590 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from test1
2025-03-29 15:28:13,617 INFO  ExportHelperExtension.cs: 1136 - Found 48 in test1
2025-03-29 15:28:13,620 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in test1
2025-03-29 15:28:13,620 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2025-03-29 15:28:13,627 INFO  ExportHelperExtension.cs: 1160 - 8 components to check
2025-03-29 15:28:13,629 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from than-1
2025-03-29 15:28:13,630 INFO  ExportHelperExtension.cs: 1136 - Found 31 in than-1
2025-03-29 15:28:13,630 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in than-1
2025-03-29 15:28:13,630 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from GPS ?????? Ublox NEO-M8N-0-01-1
2025-03-29 15:28:13,630 INFO  ExportHelperExtension.cs: 1136 - Found 37 in GPS ?????? Ublox NEO-M8N-0-01-1
